FluxML/Metalhead.jl
Lightning-AI/pytorch-lightning
piskvorky/gensim
Python-World/Joble
TheAlgorithms/Python
Zulko/moviepy
NullDev/Hacktoberfest-2020-FizzBuzz
EbookFoundation/free-programming-books
numba/numba
stephenhky/PyShortTextCategorization
sympy/sympy
google/trax
tensorflow/tensorflow
FluxML/FastAI.jl
darsnack/FluxModels.jl
FluxML/Metalhead.jl
FluxML/Flux.jl
datamllab/rlcard
JuliaReinforcementLearning/ReinforcementLearningEnvironments.jl
JuliaReinforcementLearning/ReinforcementLearningZoo.jl
FluxML/FluxTraining.jl
matplotlib/matplotlib
colour-science/colour
pytorch/pytorch
JuliaReinforcementLearning/ReinforcementLearningAnIntroduction.jl
pytorch/ignite
ShahjalalShohag/code-library
hrishikesh1990/resume-builder
