JuliaIO/MAT.jl
JuliaStats/Distributions.jl
JuliaCollections/Iterators.jl
codemirror/codemirror5
JuliaLang/IJulia.jl
JuliaData/DataFrames.jl
JuliaLang/julia
JuliaPy/PyCall.jl
timholy/FastAnonymous.jl
JuliaWeb/Requests.jl
Homebrew/legacy-homebrew
JuliaCollections/DataStructures.jl
staticfloat/homebrew-juliadeps
JuliaLang/METADATA.jl
JuliaAttic/CUDArt.jl
docker-library/julia
docker-library/official-images
JunoLab/CodeTools.jl
JunoLab/Atom.jl
JunoLab/atom-julia-client
JuliaInterop/Cxx.jl
JuliaGizmos/Blink.jl
lobingera/Rsvg.jl
JuliaOpt/NLopt.jl
JuliaDebug/Gallium.jl
BioJulia/Libz.jl
JuliaPy/PyPlot.jl
lindahua/NumericFuns.jl
JuliaStrings/LaTeXStrings.jl
JuliaCrypto/Nettle.jl
JuliaIO/QuartzImageIO.jl
JuliaIO/ProtoBuf.jl
tensorflow/tensorflow
JunoLab/Media.jl
NPSVisionLab/vatic-docker
lanpa/tensorboardX
pytorch/pytorch
pytorch/vision
murari023/pytorch-yolo3
microsoft/vscode
fossasia/visdom
CMU-Perceptual-Computing-Lab/openpose
Unity-Technologies/ml-agents
arviz-devs/arviz
plotly/plotly.py
tensorflow/community
plotly/plotly_express
google/flax
google/jax
pytorch/functorch
newren/git-filter-repo
