LCTT/TranslateProject
xualex/Pokemon-analysis
sheplock/drs_scripts
JuliaLang/julia
iris-hep/iris-hep.github.io
ucsb-int15/s19
ucsb-int15/s19-assignments
JuliaHEP/UpROOT.jl
JuliaDiff/DiffRules.jl
JuliaLang/Pkg.jl
swaywm/sway
shanghailug/shanghailug.github.io
GiovineItalia/Gadfly.jl
FluxML/Flux.jl
jverzani/Mustache.jl
giordano/PolynomialRoots.jl
JuliaPlots/StatsPlots.jl
alanqian/wuhan2020-timeline
cms-analysis/HiggsAnalysis-ZZMatrixElement
JuliaHEP/UnROOT.jl
invishantom/nCovMemory
JuliaStats/StatsBase.jl
jheinen/GR.jl
JuliaPackaging/Yggdrasil
SciML/SciMLTutorials.jl
dysonance/Temporal.jl
JuliaData/CSV.jl
GenieFramework/Stipple.jl
FluxML/Metalhead.jl
FluxML/model-zoo
JuliaPlots/PlotDocs.jl
eschnett/ASDF.jl
KristofferC/OhMyREPL.jl
Roger-luo/Brochure.jl
JuliaPlots/Plots.jl
JuliaPhysics/Corpuscles.jl
fonsp/Pluto.jl
SciML/SciMLBook
JunoLab/Weave.jl
JuliaPlots/RecipesPipeline.jl
abelsiqueira/DiceRolls.jl
JuliaDiff/ChainRules.jl
JuliaDebug/Cthulhu.jl
JuliaLang/www.julialang.org
bbullard/Phys248r-PS3
JuliaMath/NaNMath.jl
JuliaParallel/ClusterManagers.jl
JuliaStats/Distributions.jl
PacktPublishing/Hands-on-Design-Patterns-and-Best-Practices-with-Julia
JuliaEcosystem/PackageAnalyzer.jl
JuliaIO/JSON.jl
reHackable/awesome-reMarkable
fredrikekre/ygg
theogf/Remarkable.jl
storopoli/Bayesian-Julia
JuliaData/DataFrames.jl
charleskawczynski/PlayingCards.jl
neovim/nvim-lspconfig
hyrodium/ImageClipboard.jl
JuliaLang/Downloads.jl
jarun/nnn
kdheepak/JuliaFormatter.vim
hhatto/gocloc
Morganamilo/paru
JuliaCI/BenchmarkTools.jl
JuliaIO/CodecLz4.jl
JLTastet/LorentzVectors.jl
JuliaPlots/UnicodePlots.jl
JuliaArrays/ArraysOfArrays.jl
JuliaHEP/LVCyl.jl
JuliaWeb/WebSockets.jl
CliMA/Oceananigans.jl
riveSunder/life_like
sgnoohc/PlotlyJSWrapper.jl
LunarVim/LunarVim
abhishalya/abhishalya.github.io
JuliaIO/EzXML.jl
jabbalaci/SpeedTests
JuliaPhysics/juliaphysics.github.io
aminnj/statistics
jakobnissen/LibDeflate.jl
JuliaCN/LeetCode.jl
scikit-hep/pyhf
JuliaPackaging/BinaryBuilder.jl
go-hep/hep
jw3126/ONNXRunTime.jl
JuliaHEP/LHEF.jl
andrewjradcliffe/VectorizedReduction.jl
JuliaSparse/SparseArrays.jl
TuringLang/Turing.jl
oschulz/ValueShapes.jl
SciML/Static.jl
JuliaParallel/ClusterManagers.jl
element-hq/element-web
JuliaFolds/Folds.jl
MakieOrg/Makie.jl
SciML/DifferentialEquations.jl
mossr/BeautifulAlgorithms.jl
OxygenFramework/Oxygen.jl
dmolina/DaemonMode.jl
JuliaDiff/ReverseDiff.jl
MakieOrg/BeautifulMakie
scikit-hep/scikit-hep-testdata
scikit-hep/uproot5
JuliaGPU/oneAPI.jl
JuliaGraphics/Cairo.jl
jmesyou/functional-programming-jargon.py
ivukotic/ml_platform
JuliaML/MLUtils.jl
FluxML/FluxTraining.jl
scikit-hep/awkward
root-project/root
JuliaServices/Figgy.jl
morhetz/gruvbox-contrib
Kolaru/MathTeXEngine.jl
h2oai/db-benchmark
JuliaSIMD/LoopVectorization.jl
JuliaHEP/JetReconstruction.jl
ronisbr/PrettyTables.jl
thautwarm/Virtual.jl
peremato/Geom4hep
niklas-heer/speed-comparison
peng1999/PkgDependency.jl
FluxML/ONNX.jl
JuliaSIMD/Polyester.jl
JuliaLang/PackageCompiler.jl
brenhinkeller/StaticTools.jl
francescoalemanno/BayesHistogram.jl
william6542/william6542.github.io
Evovest/EvoTrees.jl
iris-hep/adl-benchmarks-index
JuliaCN/MeetUpMaterials
JuliaData/Tables.jl
ivukotic/ml_base
JuliaDynamics/DrWatson.jl
JuliaPlots/MakieTeX.jl
JuliaGPU/juliagpu.org
JuliaMath/Polynomials.jl
JuliaML/OpenAI.jl
Fenyutanchan/UniversalFeynRulesOutput.jl
scipp-atlas/mapyde
jkguiang/cmsql
grasph/AntiKt.jl
research-software-collaborations/project_database
apache/arrow-julia
JuliaConcurrent/MultiThreadedCaches.jl
gaurav-arya/StochasticAD.jl
gordonwatts/2023-diff-prog-workshop
chrieke/prettymapp
JuliaHEP/AwkwardArray.jl
jinyus/related_post_gen
JuliaRegistries/General
JuliaArrays/StructArrays.jl
timholy/Revise.jl
JuliaGPU/KernelAbstractions.jl
dmlc/XGBoost.jl
JuliaPy/pyjulia
carstenbauer/parallel-julia-zoo
SciML/MaybeInplace.jl
kcarloni/PhotosplineReader.jl
analytech-solutions/CBinding.jl
